id,date,price,bedrooms,bathrooms,sqft_living,grade,view,lat,waterfront,condition,floors,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_lot,long,sqft_living15,sqft_lot15
9418400240,20141028T000000,355000,2,1,2020,7,0,47.5474,0,3,1,1010,1010,1948,0,98118,6720,-122.291,1720,6720
1523059105,20150128T000000,356000,3,1.5,1680,8,0,47.4811,0,3,1,1680,0,1964,0,98059,8712,-122.149,1850,8797
1133000671,20140602T000000,315000,3,1,960,6,0,47.7264,0,3,1,960,0,1952,0,98125,6634,-122.31,1570,7203
4232902595,20141114T000000,940000,3,1.5,2140,9,0,47.6337,0,3,2,1900,240,1925,0,98119,3600,-122.365,2020,4800
2599001200,20141103T000000,305000,5,2.25,2660,7,0,47.2909,0,5,1.5,2660,0,1961,0,98092,8400,-122.189,1590,8165
3342103156,20140618T000000,461000,3,3.25,2770,9,0,47.5228,0,3,2,1980,790,2006,0,98056,6278,-122.199,1900,7349
1332700270,20140519T000000,215000,2,2.25,1610,7,0,47.518,0,4,2,1610,0,1979,0,98056,2040,-122.194,1950,2025
3869900162,20140904T000000,335000,2,1.75,1030,7,0,47.5394,0,3,2,765,265,2006,0,98136,1066,-122.387,1030,1106
2791500270,20140522T000000,243500,4,2.5,1980,7,0,47.2897,0,3,2,1980,0,1988,0,98023,7403,-122.372,1980,7510
5036300431,20150311T000000,1.10E+06,5,2.75,3520,10,0,47.6506,0,4,2,3520,0,2001,0,98199,6353,-122.391,2520,6250
4168000060,20150226T000000,153000,3,1,1200,7,0,47.322,0,3,1,1200,0,1962,0,98023,10500,-122.351,1350,10500
6021501535,20140725T000000,430000,3,1.5,1580,8,0,47.687,0,3,1,1290,290,1939,0,98117,5000,-122.386,1570,4500
6021501535,20141223T000000,700000,3,1.5,1580,8,0,47.687,0,3,1,1290,290,1939,0,98117,5000,-122.386,1570,4500
1483300570,20140908T000000,905000,4,2.5,3300,7,0,47.5873,0,3,1,2390,910,1946,1991,98040,10250,-122.249,1950,6045
3422049190,20150330T000000,247500,3,1.75,1960,7,0,47.3576,0,3,1,1960,0,1967,0,98032,15681,-122.277,1750,15616
1099611230,20140912T000000,199000,4,1.5,1160,7,0,47.3036,0,4,1,1160,0,1975,0,98023,6400,-122.378,1160,6400
722079104,20140711T000000,314000,3,1.75,1810,7,0,47.4109,0,5,1,1210,600,1980,0,98038,41800,-121.958,1650,135036
7338200240,20140516T000000,437500,3,2.5,2320,9,2,47.4838,0,3,2,2320,0,1992,0,98045,36847,-121.714,2550,35065
1952200240,20140611T000000,850830,3,2.5,2070,9,0,47.6415,0,5,1.5,1270,800,1910,0,98102,13241,-122.315,2200,4500
5200100125,20141027T000000,555000,3,2,1980,7,0,47.6775,0,4,1.5,1440,540,1929,0,98117,3478,-122.372,1610,3478
7214720075,20141212T000000,699950,3,2.25,2190,8,0,47.7731,0,4,2,2190,0,1983,0,98077,107593,-122.08,2570,47777
2450000295,20141007T000000,1.09E+06,3,2.5,2920,8,0,47.5814,0,3,2,2920,0,1950,2010,98004,8113,-122.196,2370,8113
6197800045,20140924T000000,290000,3,1,1210,7,0,47.4375,0,3,1,1210,0,1954,0,98058,33919,-122.184,1640,14910
1328310370,20150402T000000,375000,3,2.5,2340,8,0,47.4431,0,4,1,1460,880,1978,0,98058,10005,-122.133,2250,8162
546000875,20140523T000000,460000,3,1,1670,7,0,47.6878,0,4,1.5,1170,500,1939,0,98117,4005,-122.38,1240,4005
3530510041,20140723T000000,188500,2,1.75,1240,8,0,47.3813,0,4,1,1240,0,1985,0,98198,2493,-122.322,1270,4966
1853000400,20150305T000000,680000,4,2.5,3140,10,0,47.7304,0,4,2,3140,0,1991,0,98077,28037,-122.082,2990,35001
3134100116,20140827T000000,470000,5,1.75,2030,7,0,47.6417,0,4,2,2030,0,1942,0,98052,12342,-122.109,2500,9433
9545230140,20140725T000000,597750,4,2.5,2310,8,0,47.5386,0,3,2,2310,0,1984,0,98027,9624,-122.053,1940,9636
3362400511,20150304T000000,570000,3,1.75,1260,6,0,47.6823,0,5,1,700,560,1905,0,98103,3328,-122.349,1380,3536
2525310310,20140916T000000,272500,3,1.75,1540,7,0,47.3624,0,4,1,1160,380,1980,0,98038,12600,-122.031,1540,11656
6126500060,20141124T000000,329950,3,1.75,2080,7,2,47.5474,0,3,1,1080,1000,1971,0,98108,5969,-122.295,2090,5500
8961960160,20141028T000000,480000,4,2.5,3230,9,3,47.3183,0,3,2,2520,710,2001,0,98001,16171,-122.253,2640,8517
3626039325,20141121T000000,740500,3,3.5,4380,8,0,47.6981,0,3,2,2780,1600,1900,1999,98117,6350,-122.368,1830,6350
3362400431,20140626T000000,518500,3,3.5,1590,8,0,47.6824,0,3,3,1590,0,2010,0,98103,1102,-122.347,1620,3166
4060000240,20140623T000000,205425,2,1,880,6,0,47.5009,0,4,1,880,0,1945,0,98178,6780,-122.248,1190,6780
3454800060,20150108T000000,171800,4,2,1570,6,0,47.4965,0,3,1,1570,0,1950,0,98168,9600,-122.303,1880,9000
1695900060,20150511T000000,535000,4,1,1610,7,0,47.587,0,4,1.5,1610,0,1925,0,98144,2982,-122.294,1610,4040
7278700070,20150102T000000,660000,3,2.5,2400,8,2,47.7728,0,3,1,1560,840,1964,0,98177,6474,-122.386,2340,10856
6675500070,20141119T000000,391500,3,2,1450,7,0,47.7288,0,3,1,1450,0,1987,0,98034,9132,-122.226,1580,9104
3626039187,20150406T000000,395000,2,1,770,6,0,47.6999,0,3,1,770,0,1953,0,98117,6000,-122.364,1710,6000
3524049083,20141104T000000,445000,4,1.75,2100,7,0,47.5299,0,5,1.5,1720,380,1924,0,98118,4400,-122.266,1850,4400
3275860240,20140618T000000,770000,3,2.25,2910,9,0,47.6897,0,3,2,2910,0,1990,0,98052,10204,-122.098,2700,13992
4389200955,20150302T000000,1.45E+06,4,2.75,2750,8,0,47.6141,0,3,1.5,1980,770,1914,1992,98004,17789,-122.212,3060,11275
4058801670,20140717T000000,445000,3,2.25,2100,8,2,47.5091,0,3,1,1620,480,1967,0,98178,8201,-122.244,2660,8712
8732020310,20140717T000000,260000,4,2.25,2160,8,0,47.3129,0,3,1,1360,800,1978,0,98023,8811,-122.39,2090,8400
2331300505,20140613T000000,822500,5,3.5,2320,7,0,47.6763,0,5,2,1720,600,1926,0,98103,4960,-122.352,1700,4960
7853210060,20150406T000000,430000,4,2.5,2070,7,0,47.5319,0,3,2,2070,0,2004,0,98065,4310,-121.85,1970,3748
3668000070,20150105T000000,212000,3,1.75,1060,7,0,47.2761,0,4,1,1060,0,1986,0,98092,7875,-122.152,1420,7680
9545240070,20150428T000000,660500,4,2.25,2010,8,0,47.5343,0,3,1,1440,570,1986,0,98027,9603,-122.054,2060,9793
1243100136,20140612T000000,784000,3,3.5,3950,9,0,47.697,0,3,1.5,2460,1490,1989,0,98052,111078,-122.072,2480,88500
8929000270,20140512T000000,453246,3,2.5,2010,8,0,47.5517,0,3,2,1390,620,2014,0,98029,2287,-121.998,1690,1662
2767602356,20150126T000000,675000,4,3.5,2140,9,0,47.6734,0,3,3,2140,0,2005,0,98107,2278,-122.38,1540,2285
921049315,20140813T000000,199000,3,1.75,1320,7,0,47.3257,0,4,1,1320,0,1956,0,98003,17390,-122.296,1550,19265
3655000070,20140805T000000,220000,4,1.75,2020,7,0,47.3309,0,3,1,1010,1010,1968,0,98003,7840,-122.299,1750,8140
4027700812,20140529T000000,452000,4,2.25,2590,8,0,47.7689,0,4,1,1340,1250,1968,0,98028,10002,-122.266,1550,10436
3992700335,20140707T000000,382500,2,1,1190,6,0,47.7135,0,3,1,1190,0,1981,0,98125,4440,-122.287,1060,5715
2767603505,20140507T000000,519950,3,2.25,1170,8,0,47.6722,0,3,3,1170,0,2014,0,98107,1249,-122.381,1350,1310
4232901525,20140627T000000,665000,2,1,1110,7,0,47.6338,0,3,1,1110,0,1925,0,98119,3200,-122.358,1170,3600
1777500060,20140708T000000,527700,5,2.5,2820,8,0,47.5707,0,4,1,1550,1270,1968,0,98006,9375,-122.128,2820,9375
1432900240,20150508T000000,205000,3,1,1610,7,0,47.4563,0,4,1,1010,600,1962,0,98058,8579,-122.171,1610,8579
6140100875,20150415T000000,420000,3,1,1060,7,0,47.7144,0,4,1,940,120,1923,0,98133,8097,-122.351,1560,7940
6071600370,20150227T000000,500000,4,2.25,2030,8,0,47.5495,0,4,1,1380,650,1961,0,98006,8517,-122.174,2230,8824
1526069017,20141203T000000,921500,4,2.5,3670,9,0,47.7421,0,4,2,3670,0,1994,0,98077,315374,-122.026,2840,87991
809001525,20140625T000000,890000,4,1,2550,8,0,47.6354,0,3,2,2370,180,1905,0,98109,4000,-122.353,2200,4000
3224079105,20140806T000000,430000,2,2.5,2420,7,0,47.5262,0,3,2,2420,0,2007,0,98027,60984,-121.943,1940,193842
8075400570,20141030T000000,258000,5,2,2260,8,0,47.3887,0,4,1,1130,1130,1960,0,98032,12500,-122.286,1360,18000
1994200024,20141104T000000,511000,3,1,1430,7,0,47.6873,0,3,1,980,450,1947,0,98103,3455,-122.336,1450,4599
3362900810,20140820T000000,532170,3,2,1360,8,0,47.6838,0,3,2,1360,0,1990,0,98103,3090,-122.353,1500,3090
1324300398,20150409T000000,560000,3,1,1110,7,0,47.655,0,3,1.5,1110,0,1947,0,98107,5000,-122.359,1420,5000
537000445,20150331T000000,282950,3,1,1250,7,0,47.3255,0,4,1,1250,0,1954,0,98003,8200,-122.304,1680,8633
7855801670,20150401T000000,2.25E+06,4,3.25,5180,12,3,47.562,0,3,2,3540,1640,2006,0,98006,19850,-122.162,3160,9750
7920100045,20140516T000000,350000,1,1,700,7,0,47.679,0,3,1,700,0,1942,0,98115,5100,-122.3,1010,5100
8960000030,20140728T000000,215000,3,1,1180,7,0,47.4479,0,4,1,1180,0,1967,0,98058,7669,-122.176,1190,7669
6388930390,20141120T000000,650000,5,3.5,3960,9,0,47.525,0,3,2,2500,1460,1996,0,98056,25245,-122.172,2640,13675
8731900200,20140807T000000,320000,4,2.75,2640,8,0,47.3135,0,3,1,1620,1020,1967,0,98023,7500,-122.369,1980,7875
8029200135,20141113T000000,247000,3,2,1270,7,0,47.2086,0,3,1.5,1270,0,1916,2013,98022,7198,-121.996,1160,7198
1081200350,20141003T000000,320000,4,1.75,1760,8,0,47.4715,0,4,1,1760,0,1968,0,98059,11180,-122.118,1730,11180
84000105,20140507T000000,255000,5,2.25,2060,7,0,47.4877,0,3,1,1030,1030,1962,0,98146,8632,-122.335,1010,11680
3756500060,20150309T000000,438000,3,1.75,1780,7,0,47.7171,0,3,1,1780,0,1962,0,98034,9660,-122.193,1200,9660
7215720160,20150304T000000,900000,3,2.5,3400,10,0,47.6012,0,3,2,3400,0,2000,0,98075,16603,-122.023,3400,12601
3574800520,20140620T000000,441000,3,2.75,1910,7,0,47.7319,0,3,1,1160,750,1979,0,98034,7280,-122.224,1710,8152
2617300160,20140812T000000,420000,3,2,2020,7,0,47.4582,0,4,1,1010,1010,1975,0,98027,38332,-122.023,2110,36590
2558660270,20141208T000000,370000,3,1.75,1580,7,0,47.7209,0,3,1,1180,400,1976,0,98034,7000,-122.168,1640,7500
2009000370,20150219T000000,269950,2,1.75,1340,5,0,47.408,0,5,1,700,640,1949,0,98198,7250,-122.327,1830,9750
1836980160,20150324T000000,807100,4,2.5,2680,9,0,47.565,0,3,2,2680,0,1999,0,98006,4499,-122.125,2920,4500
3261020370,20140605T000000,653000,3,2.5,2680,8,0,47.7028,0,4,1,1610,1070,1979,0,98034,9750,-122.231,2480,8750
1755700060,20140611T000000,371500,3,2,1370,7,0,47.7458,0,5,1,1370,0,1964,0,98133,8336,-122.331,1770,7288
4330600435,20150316T000000,284000,3,1.75,1560,7,0,47.4776,0,3,1,1560,0,1954,0,98166,21000,-122.337,1070,7920
9542800700,20150102T000000,272000,3,1.75,2160,7,0,47.3026,0,4,1,1670,490,1978,0,98023,7140,-122.374,1930,7350
1999700045,20140502T000000,313000,3,1.5,1340,7,0,47.7658,0,3,1.5,1340,0,1955,0,98133,7912,-122.339,1480,7940
1762600070,20150116T000000,917500,4,2.5,3880,10,0,47.6477,0,3,2,2570,1310,1984,0,98033,35003,-122.182,3740,35230
1687900520,20140929T000000,673000,4,2.25,2590,8,0,47.5619,0,4,2,2590,0,1980,0,98006,8190,-122.125,2260,8335
7234600798,20150210T000000,425000,3,2.5,1120,8,0,47.6106,0,3,2,820,300,2008,0,98122,1100,-122.31,1590,1795
3881900445,20140709T000000,399950,5,2.75,1970,7,0,47.5868,0,3,1,1320,650,1986,0,98144,5400,-122.308,1280,2150
2254502445,20140530T000000,385000,3,1,1220,6,0,47.6101,0,3,1,1220,0,1901,0,98122,4800,-122.307,1200,4800
5437810320,20141117T000000,269950,3,1.5,1950,7,2,47.1976,0,4,1,1320,630,1975,0,98022,7560,-121.999,1950,8941
9158100075,20150107T000000,330000,2,1,1350,7,0,47.7224,0,3,1,1060,290,1949,0,98177,8220,-122.358,1540,8280
3830630310,20140725T000000,260000,3,2.5,1670,7,0,47.3505,0,3,2,1670,0,1988,0,98030,5797,-122.179,1670,6183
8123100045,20150414T000000,470000,4,3,2380,7,0,47.5384,0,4,1.5,1680,700,1925,0,98126,5125,-122.376,1410,5375
3127200041,20140613T000000,589000,4,3,2440,7,0,47.7044,0,5,2,2440,0,1961,0,98034,9600,-122.2,2290,9600
6661200320,20140723T000000,163500,2,1.5,1050,7,0,47.3848,0,3,2,1050,0,1996,0,98038,3419,-122.039,1050,3417
11510310,20140905T000000,835000,4,2.75,3130,9,0,47.6993,0,3,2,2140,990,1993,0,98052,13412,-122.102,2260,9984
825059270,20141121T000000,1.10E+06,5,3,4090,10,2,47.6627,0,4,1,2090,2000,1986,0,98033,12850,-122.188,2540,10270
8731951370,20150415T000000,269000,4,1.75,1490,8,0,47.3099,0,4,1,1100,390,1969,0,98023,10000,-122.379,2190,8910
1954440060,20140505T000000,560000,3,2.5,1900,8,0,47.62,0,3,2,1900,0,1987,0,98074,8744,-122.043,2030,8744
2264500350,20150418T000000,615000,4,1,1330,6,0,47.65,0,4,1.5,1330,0,1901,0,98103,2400,-122.34,1330,4400
1115810060,20141205T000000,585188,3,2.25,2230,8,0,47.6647,0,3,1,1430,800,1975,0,98052,10026,-122.153,2230,9340
9477200200,20140818T000000,305000,3,1.75,1650,7,0,47.726,0,3,1,1220,430,1977,0,98034,9480,-122.191,1540,8400
1432600560,20141105T000000,166950,3,1,1190,6,0,47.4616,0,3,1,1190,0,1959,0,98058,8820,-122.184,1230,7980
2287000060,20140912T000000,799000,3,2.5,2140,8,0,47.5505,0,4,1,2140,0,1959,0,98040,9897,-122.219,2680,10083
3663500060,20140625T000000,400000,3,2.5,2180,7,0,47.7606,0,4,1,1420,760,1962,0,98133,7508,-122.336,1900,7818
3996900125,20141201T000000,230000,3,1,1060,7,0,47.7481,0,3,1,1060,0,1948,0,98155,10228,-122.3,1570,10228
7796450200,20140515T000000,256883,3,2.5,1690,8,0,47.2779,0,3,2,1690,0,2003,0,98023,5025,-122.347,2550,5001
7549802535,20141111T000000,423000,4,2,1970,7,0,47.5511,0,5,1.5,1130,840,1920,0,98108,6480,-122.312,1500,6480
3278600320,20140723T000000,465000,3,2.5,2150,8,0,47.5488,0,3,2,2150,0,2007,0,98126,4084,-122.372,1750,2385
2824079053,20150113T000000,440000,3,2.5,1910,7,0,47.5385,0,3,2,1910,0,1997,0,98024,66211,-121.911,2330,67268
1222069094,20141014T000000,385000,3,1.75,1350,7,0,47.4058,0,4,1,1350,0,1969,0,98038,155073,-121.994,1560,50965
3542300060,20150311T000000,210000,3,1,860,6,0,47.5093,0,4,1,860,0,1943,0,98056,11725,-122.184,1300,9514
2222059065,20141112T000000,297000,3,2.5,1940,8,0,47.3777,0,3,2,1940,0,1994,0,98042,14952,-122.165,2030,10450
7551300060,20140716T000000,470000,3,1,1010,7,0,47.675,0,3,1,1010,0,1952,0,98107,5000,-122.394,1680,5000
100600550,20140804T000000,226500,3,1.5,1300,7,0,47.3025,0,4,1,900,400,1976,0,98023,7370,-122.37,1430,7500
3211100860,20150303T000000,274250,3,1,910,6,0,47.4787,0,4,1,910,0,1962,0,98059,8450,-122.158,1400,8040
3456000310,20140804T000000,840000,4,1.75,2480,9,0,47.5378,0,4,1,1630,850,1966,0,98040,11010,-122.219,2770,10744
9526600140,20140919T000000,677900,3,2.5,2440,8,0,47.7073,0,3,2,2440,0,2010,0,98052,4587,-122.114,2750,4587
7465900060,20150205T000000,425000,3,1,1010,7,0,47.5733,0,3,1,1010,0,1915,0,98116,5864,-122.381,1290,5000
1222000055,20141123T000000,180250,2,0.75,900,6,0,47.4604,0,3,1,900,0,1941,0,98166,9600,-122.339,1250,14280
6300000550,20140717T000000,464000,6,3,2300,7,0,47.7067,0,3,2,1600,700,1920,1994,98133,3404,-122.343,1560,1312
